id,title,url,source_domain,crawl_time,action,category,content_type,audience,time_status,candidate_user_question,positive_evidence,negative_evidence,possible_duplicate,reason
PUBEXP000024,借阅导引,https://lib.tsinghua.edu.cn/arts/jydy.htm,lib.tsinghua.edu.cn,2026-08-12T19:51:35+08:00,approve,图书馆服务,procedure_guide,美术学院师生及校内读者,stable,我在美术图书馆怎么借书、还书、续借和预约？开放时间、借阅数量和期限是多少？,正文明确给出开馆时间（周一至周五8:00～21:00、周六9:30～17:00、周日闭馆）；借书方式（读者服务台、自助借书机、闭架库图书可通过“水木搜索”预约外借、可网上或自助机续借）；还书方式（服务台人工还书、校内多馆通还）；借阅数量与期限表（不同读者类型的借书总量、美术馆借书量、预约总量、正常借期、最长续借天数）；以及借阅限制和预约取书规则（冻结、欠款、过期书不可借、预约书保留3天等）。,无明显新闻/宣传/过期通知；内容以可直接执行的借阅规则和流程为主。,False,页面正文是稳定的图书馆借阅导引，包含开放时间、借还流程、预约续借、数量期限和限制条件，能直接回答学生办事问题，适合作为可复用知识条目。
PUBEXP000025,参考咨询,https://lib.tsinghua.edu.cn/finance/fw/ckzx.htm,lib.tsinghua.edu.cn,2026-08-12T19:51:38+08:00,approve,图书馆服务,resource_directory,清华大学师生读者,stable,我在使用清华大学图书馆资源时遇到问题，可以去哪里咨询？,正文明确提供了可直接使用的咨询与导航入口：咨询台设在金融图书馆四层总服务台，提供当面咨询和电话咨询（62772511）；可通过图书馆主页右上角咨询栏目获取解答；电子资源有责任馆员负责指导使用和答疑；学科馆员为本院系师生提供资源使用指导、培训和反馈收集；并列出多个学科导航资源链接，如双学位MBA/FMBA资源导航、金融学科资源导航、清华大学学者库。,无明显负面证据；页面非新闻宣传，内容以可复用的咨询服务与资源导航为主。,False,本页直接提供图书馆咨询服务方式、联系方式、责任馆员和学科资源导航，能稳定回答学生在图书馆资源利用中的实际问题，符合可复用知识条目标准。
PUBEXP000026,毕业&迎新,https://lib.tsinghua.edu.cn/finance/fw/by/a2026nyxj.htm,lib.tsinghua.edu.cn,2026-08-12T19:51:39+08:00,approve,图书馆服务,mixed,毕业生、校友,current,毕业后还能如何进入金融馆、使用哪些资源？,正文明确给出毕业后进入金融馆的证件要求：出示“五道口金融学院校友办发的实体校友卡”或“清华大学的电子校友卡”即可；并说明毕业后可使用的资源，包括馆舍空间、馆内设施设备、馆内阅览（中外文图书、期刊、学位论文、特藏资料等）、馆内金融终端（Bloomberg、Wind、LSEG Workspace）以及开放获取资源使用入口（OpenSign公益性学术资源服务平台、数据库导航等）。同时提供了赠书活动时间、地点和联系电话。,正文包含明显季节性/时限性内容，如“2026年6月15日至30日”赠书活动和“2026毕业生高借阅图书展（2026年6月10日-30日）”，属于当季通知，但不影响其中毕业后入馆与资源使用说明的可复用价值。,False,本页不仅是活动通知，还直接提供了毕业后进入金融馆的证件要求、可用资源范围和查询入口，能够稳定回答毕业生的实际问题，符合面向学生的可复用知识条目标准。
PUBEXP000027,自助服务,https://lib.tsinghua.edu.cn/finance/fw/zzfw.htm,lib.tsinghua.edu.cn,2026-08-12T19:51:40+08:00,approve,图书馆服务,service_entry,清华读者/学生,stable,金融图书馆有哪些自助服务，在哪里办理，怎么自助借书、缴纳过期罚款和24小时还书？,正文明确列出金融图书馆提供的自助借书、自助缴纳过期罚款、自助文印以及24小时自助还书等服务，并写明服务地点在金融学院1号楼4层，咨询电话62772511；还说明了24小时还书窗口的使用时间、还书范围和还书办法。,页面开头有浏览器版本过低的提示，但不影响正文所提供的可用服务信息；无新闻、宣传或过期通知性质内容。,False,正文直接提供了可复用的图书馆自助服务入口、办理地点、使用条件和操作说明，属于典型的校园生活/图书馆服务知识条目，可稳定回答学生实际办事问题。
PUBEXP000028,服务通知-清华大学图书馆,https://lib.tsinghua.edu.cn/tzgg/fwtz.htm,lib.tsinghua.edu.cn,2026-08-12T19:51:46+08:00,approve,图书馆服务,resource_directory,清华师生,current,清华大学图书馆有哪些服务入口和咨询方式？,正文提供了可直接使用的图书馆服务导航与联系方式，包括“借阅、资源、空间、学习支持、科研支持”等栏目入口；并给出智能问答咨询电话62782137、服务时间周一至周日8:00-22:00、邮件ref-desk@tsinghua.edu.cn、当面咨询地点北馆一层总服务台及联系电话010-62788937。,页面主体是“服务通知”栏目聚合页，包含多条通知列表，单条通知正文未展开；但仍提供稳定可用的服务入口与咨询信息。,False,本页虽然是通知栏目聚合页，但正文明确给出图书馆各类服务入口、咨询时间、地点、电话和邮箱，属于学生可复用的稳定资源导航，适合准入。
PUBEXP000029,失物招领,https://lib.tsinghua.edu.cn/law/fw/blss/swzl.htm,lib.tsinghua.edu.cn,2026-08-12T19:52:04+08:00,approve,图书馆服务,service_entry,清华大学图书馆读者、在馆学生,stable,在清华法学院图书馆丢了东西去哪里找、怎么联系？,正文明确说明“法律图书馆将读者在馆内遗失的物品统一放置在二层服务台”，并给出处理方式“请到二层服务台咨询或联系我们：62772955”；还说明“每半年将未认领物品移交校保卫处”。,无明显负面证据；页面为单一失物招领服务信息，不是新闻或宣传。,False,页面提供了明确、可复用的校园失物招领服务入口、地点和联系方式，能直接回答学生在馆内丢失物品如何寻找的问题，符合准入标准。
PUBEXP000031,清华大学保卫部,https://peace.tsinghua.edu.cn/,peace.tsinghua.edu.cn,2026-08-12T19:52:08+08:00,approve,校园生活,resource_directory,学生及来访人员,stable,清华大学保卫部有哪些常用办事入口、联系电话和安全管理规定？,正文提供了可直接使用的服务入口与联系方式：校园参观预约（咨询电话62793001）、大客车入校登记、校园车证办理、24小时报警求助（保卫处综合值班62782001、62799119）；并列出清华大学学生公寓消防安全管理办法、清华大学校园治安秩序管理规定等规章制度，以及安全知识、警示案例、政策法规等资源导航。,页面同时包含新闻动态、通知公告、安全知识和宣传素材等栏目，部分内容带有新闻/宣传性质；但不影响其作为稳定校园安全服务与制度入口的可用性。,False,该页不是单纯新闻页，而是保卫部首页型资源导航，正文明确提供了学生和来访人员可复用的办事入口、报警电话和规章制度，具备长期可用价值，符合准入。
PUBEXP000032,校园交通,https://peace.tsinghua.edu.cn/bszn/xyjt.htm,peace.tsinghua.edu.cn,2026-08-12T19:52:11+08:00,approve,校园生活,resource_directory,学生及校园车辆/访客办理相关人员,stable,我在哪里可以找到校园交通相关的办事入口和管理办法？,正文提供了明确的业务入口和制度链接，包括“校园参观预约”“校园车证办理”“来访车辆预约”“校内预约停车”“临时出入校园人员报备”等，并列出《清华大学校园交通安全管理办法》《清华大学学生电动自行车电子标签使用管理办法》等可复用规则文件。,页面以栏目导航和条目列表为主，未展开具体办理步骤，且混有若干通知类条目，但不影响其作为稳定资源导航的用途。,False,本页不是单纯新闻宣传，而是清晰提供校园交通相关办事入口与管理规则的资源导航，学生可直接据此查找预约、车证、停车和报备等服务，符合可复用知识条目标准。
PUBEXP000033,安全知识,https://peace.tsinghua.edu.cn/aqjs/aqzs.htm,peace.tsinghua.edu.cn,2026-08-12T19:52:12+08:00,approve,校园生活,resource_directory,学生、校园访客,current,我在哪里查看学校的安全知识、防灾减灾提示和相关业务入口？,正文明确给出“安全知识”“安全警示”“警示案例”“视频素材”等栏目，并列出“校园参观预约、校园车证办理、来访车辆预约、校内预约停车、临时出入校园人员报备、安全保障与应急指挥”等可直接使用的业务入口。,页面以栏目/条目列表为主，含多条按日期排列的安全宣传内容，单篇文章本身多为提示性信息，部分条目标题偏宣传，但不影响其作为稳定资源导航页的可用性。,False,该页不是单纯新闻页，而是面向学生和来访者的安全知识与校园安全业务入口导航，正文提供了明确、可复用的资源链接，适合作为校园生活类知识条目保留。
PUBEXP000040,联系我们,https://www.itc.tsinghua.edu.cn/lxwm.htm,www.itc.tsinghua.edu.cn,2026-08-12T19:53:10+08:00,approve,网络与信息化,service_entry,全校师生,stable,校园网、信息系统、有线电视或教工校园卡服务怎么联系？服务大厅在哪里、几点开放？,正文明确给出服务热线、服务邮箱、接待服务地点与时间：如校园网/信息系统62784859、用户服务its@tsinghua.edu.cn，用户服务大厅位于李兆基大楼东门B104室，工作日08:00-12:00、13:00-17:00等。,无明显新闻、宣传或过期通知内容，主要是稳定的联系与服务信息。,False,页面正文直接提供信息化与校园卡等校园服务的电话、邮箱、地点和开放时间，属于可长期复用的办事联系入口，适合准入。
PUBEXP000041,Tsinghua University Library,http://lib.tsinghua.edu.cn/en,lib.tsinghua.edu.cn,2026-08-12T19:53:36+08:00,approve,图书馆服务,resource_directory,清华学生,stable,清华大学图书馆有哪些借阅、座位预约、论文提交和校外访问服务？,正文提供了稳定可用的服务与资源入口：Borrowing（Library Card、Borrowing、Interlibrary Loan）、Space（Space Layout、Seats Reservation、Study Room Reservation、Self-services）、E-Resources（By type、By subject、Software and Tools、Off-Campus Access）、Learning Support（Course Reserves、Courses、Instruction and Workshops、New to THU、Support cases）、Research support（Subject librarians、Retrieval Certificate等）；并给出联系方式、开放时间和服务地点。,页面同时夹杂 News & Events、Exhibits 等宣传/新闻内容，但不影响其作为图书馆服务与资源导航页的稳定可用性。,False,该页正文以图书馆服务和资源导航为主，包含学生可直接使用的借阅、空间预约、校外访问、学习支持和科研支持入口，以及联系信息，属于高复用校园服务条目，符合准入。
PUBEXP000042,开馆时间-清华大学图书馆,https://lib.tsinghua.edu.cn/kgsj.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:37+08:00,approve,图书馆服务,service_entry,清华大学学生,stable,清华大学图书馆各馆区和服务点的开馆时间是什么？,正文直接列出图书馆主页、馆藏目录查询系统、自助还书服务“24小时开放”，并按服务点/分馆给出具体开放时间、位置和电话，如老馆普通阅览室、读者接待处、科技查新、代检代查以及各分馆的周一至周五/周末开放时间。,无明显新闻、宣传或过期成果内容；仅提示节假日及特殊时期需关注通知公告，属正常时段说明。,False,本页是稳定的图书馆服务信息页，直接提供各馆区和服务点的开放时间、地点与联系方式，可长期复用回答学生到馆和使用服务的问题。
PUBEXP000044,按类型查-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/alxc.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:39+08:00,approve,图书馆服务,resource_directory,清华学生,stable,清华大学图书馆有哪些按类型、按学科查找资源和相关服务入口？,正文提供了稳定的图书馆资源与服务导航：借阅（图书借还、馆际互借、办证服务、阅读推荐）、资源（按类型查、按学科查、特色资源、最新资源、精选资源、网上展厅）、空间（空间布局、座位预约、自助服务、便利设施等）、学习支持、科研支持，以及咨询电话、邮件和当面咨询的服务时间与地点。,无明显新闻、宣传性成果或过期通知；页面以稳定的栏目与服务入口为主。,False,这是清华大学图书馆的稳定资源目录/导航页，正文直接给出可复用的学生办事与查找入口，以及咨询方式，适合作为图书馆服务知识条目。
PUBEXP000045,特色资源-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/tszy.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:40+08:00,approve,图书馆服务,resource_directory,清华学生与读者,stable,清华大学图书馆有哪些特色资源、资源导航和咨询联系方式？,正文提供了可直接使用的资源与服务入口：借阅、资源、空间、学习支持、科研支持等栏目下的子链接；并列出“清华大学校史党史资源特色库”，以及咨询电话62782137、邮箱ref-desk@tsinghua.edu.cn、当面咨询地点北馆一层总服务台和服务时间周一至周日8:00-22:00。,页面主体是栏目/链接聚合页，且唯一展示的特色库标注“应用维护中！”，不属于完整流程说明；但仍保留稳定的资源导航和咨询入口。,False,该页虽为栏目聚合，但正文明确给出图书馆资源导航、特色资源入口和可直接使用的咨询方式，能持续帮助学生查找图书馆资源与服务，符合可复用知识条目。
PUBEXP000046,最新资源-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/zxzy.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:41+08:00,approve,图书馆服务,resource_directory,需要查找图书馆数据库资源的学生,current,清华大学图书馆目前有哪些最新试用或已购资源可用？,正文提供“已购”“试用”两个资源入口，并列出多条最新试用数据库及具体开通时间，如“East View斯大林数字化档案数据库开通试用（2026年7月14日-2026年9月8日）”“古地图库数据库开通试用（2026年5月28日-2026年12月31日）”等；同时给出智能问答、咨询电话、邮件、当面咨询地点与服务时间，属于可直接使用的图书馆资源导航。,页面是“最新资源”栏目页，内容以资源列表和分页导航为主，带有明显的时效性；但仍提供稳定可用的资源入口与咨询方式，不影响准入。,False,本页正文明确提供清华图书馆最新资源导航、试用数据库入口及咨询方式，能直接帮助学生查找和使用图书馆资源，符合可复用知识条目标准。
PUBEXP000047,精选资源-清华大学图书馆,https://lib.tsinghua.edu.cn/zy/jxzy.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:41+08:00,approve,科研参与与资源导航,resource_directory,清华学生及科研读者,current,清华图书馆有哪些精选资源和数据库推荐可以查看？,正文提供了“资源”栏目下的稳定导航入口（按类型查、按学科查、特色资源、最新资源、精选资源、网上展厅），并列出具体精选资源条目，如“数据库AI神器大盘点”“ProQuest Chinese Newspapers Collection”“JoVE”“O'Reilly for Higher Education”等，可用于发现和选择可用学术资源；同时给出智能问答、邮箱、电话、当面咨询地点和服务时间等可直接使用的咨询入口。,页面主体是分页式资源目录/聚合页，单条资源详情不在本页展开，部分条目带日期，具有栏目汇总属性而非单一办事说明。,False,本页是清华图书馆精选资源目录，包含可直接点击的资源导航、具体数据库/工具推荐以及咨询联系方式，能帮助学生稳定发现和使用学习科研资源，符合资源导航类准入。
PUBEXP000048,开放科学-清华大学图书馆,https://lib.tsinghua.edu.cn/kyzc/kfkx.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:51+08:00,approve,科研参与与资源导航,resource_directory,有论文发表需求的师生,stable,清华大学图书馆开放科学页面能提供哪些开放获取（OA）政策和联系方式？,正文明确列出“出版支持”中的IEEE、ACM、IWA、RSC、CUP等开放获取（OA）政策；列出“科普文章”“政策研究”“时事追踪”等可检索条目；并给出清华大学开放科学工作组邮箱 opens@mail.tsinghua.edu.cn，属于可直接使用的资源导航。,页面同时包含“科普文章”“政策研究”“时事追踪”等内容，混有新闻/文章条目，且部分条目带日期，存在一定时效性；但核心的OA政策与联系方式是稳定可用资源。,False,正文提供了面向论文发表和开放获取的稳定资源导航、政策入口与联系邮箱，学生和科研写作者可直接复用，符合科研资源导航准入。
PUBEXP000051,文章鉴读 | OASPA：从“百分比”到“参与度”——构建包容性开放获取生态的行动指南 (下)-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1345/7859.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:54+08:00,approve,图书馆服务,mixed,清华师生读者,stable,清华图书馆参考咨询怎么联系？开放科学相关问题可以找谁？,正文列出可直接使用的咨询入口：智能问答；咨询电话62782137，服务时间周一至周日8:00-22:00；邮箱ref-desk@tsinghua.edu.cn；当面咨询服务地点北馆一层总服务台，电话010-62788937，服务时间周一至周日8:00-22:00；还可联络学科馆员提供深度咨询。,"页面主体文章内容未展开，仅显示“读取内容中,请等待...”，其余大部分为站内导航与栏目链接，属于混合页面而非专门服务页。",False,正文虽缺少文章正文，但明确给出图书馆咨询电话、邮箱、地点和服务时间等可复用的学生服务入口，能够直接回答图书馆参考咨询与开放科学咨询的实际问题，符合准入。
PUBEXP000053,MDPI（多学科数字出版机构）开放获取（OA）政策-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1359/5862.htm,lib.tsinghua.edu.cn,2026-08-12T19:53:56+08:00,approve,科研参与与资源导航,service_entry,有OA投稿/开放获取咨询需求的学生和师生,stable,我有 MDPI 开放获取（OA）政策相关问题，应该联系哪个咨询渠道？,页面提供了明确可用的咨询入口：智能问答、咨询电话62782137、邮箱ref-desk@tsinghua.edu.cn、当面咨询（北馆一层总服务台，010-62788937），并注明服务时间周一至周日8:00-22:00；同时位于“科研支持-开放科学-出版支持”目录下，属于可复用的科研出版咨询资源。,"正文未展开 MDPI OA 政策具体条款，仅显示“### M”“相关参照”“读取内容中,请等待...”，页面主体内容不完整，偏咨询入口而非完整政策说明。",False,虽然页面正文未实际展示MDPI OA政策细节，但它明确给出了图书馆开放科学/出版支持咨询入口和联系方式，可作为学生处理开放获取与投稿相关问题的稳定资源条目，符合资源导航/服务入口准入。
