id,title,url,source_domain,crawl_time,action,category,content_type,audience,time_status,candidate_user_question,positive_evidence,negative_evidence,possible_duplicate,reason
PUBEXP000106,关于公布2026年元旦图书馆开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7856.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:41+08:00,review,图书馆服务,current_notice,全校师生,time_sensitive,清华图书馆有哪些咨询方式和服务时间？,正文给出了可用的图书馆咨询入口与联系方式，包括智能问答、咨询电话62782137、邮箱ref-desk@tsinghua.edu.cn、当面咨询服务时间周一至周日8:00-22:00、服务地点北馆一层总服务台、联系电话010-62788937，以及学科馆员咨询。,"标题指向“2026年元旦图书馆开馆时间”，但正文实际未展示具体开馆安排，只出现“读取内容中,请等待...”，主要是站点导航与通用联系信息，缺少可直接回答该通知核心问题的正文证据。",False,该页是时间敏感通知，但正文未给出元旦开馆时间，仅能看到通用咨询与服务信息；可用性不足，无法确认其作为可复用办事知识条目的核心内容，故先评为review。
PUBEXP000107,关于公布2025～2026学年度秋季学期部分节假日图书馆开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7627.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:42+08:00,review,图书馆服务,current_notice,需要查询图书馆开馆时间的学生,time_sensitive,节假日期间清华大学图书馆什么时候开馆？,页面标题明确指向“关于公布2025～2026学年度秋季学期部分节假日图书馆开馆时间的通知”，且正文栏目为“开馆通知”，表明该页应提供开馆时间信息。,"正文实际未展开，只有“读取内容中,请等待...”及通用导航/咨询电话等信息，未看到具体开馆时间、适用节假日、馆别或执行细则，无法直接复用。",False,这是面向学生的图书馆开馆通知，理论上价值较高，但当前抓取到的正文缺失，无法从页面正文确认具体可执行信息，按证据不足暂列review。
PUBEXP000108,关于公布图书馆老馆考试周期间开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7434.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:44+08:00,review,图书馆服务,current_notice,需要了解考试周图书馆开馆安排的学生,time_sensitive,图书馆老馆考试周期间什么时候开馆？,页面标题明确为“关于公布图书馆老馆考试周期间开馆时间的通知”，正文中还能看到图书馆咨询电话、邮箱、当面咨询地点和服务时间等联系方式，说明这是面向读者的服务通知页面。,"正文主体未实际展示考试周开馆时间，只显示“读取内容中,请等待...”，可执行的开馆安排、日期、时段等关键信息缺失，因此无法直接形成可复用的办事知识条目。",False,这是学生可用的图书馆开馆通知类型，但抓取到的正文没有给出具体开馆时间，只有模板/联系方式，证据不足以确认可直接回答问题，故应审慎审核为 review。
PUBEXP000109,关于公布2024～2025学年度春季学期部分节假日图书馆开馆时间的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7408.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:45+08:00,review,图书馆服务,current_notice,清华学生与读者,current,,页面可见正文仅包含图书馆咨询联系方式、服务时间与服务地点（如咨询电话62782137、当面咨询北馆一层总服务台等）以及图书馆栏目导航，能看出这是图书馆通知/服务页面。,正文未展示“2024～2025学年度春季学期部分节假日开馆时间”的具体安排，缺少可直接复用的节假日开放时段、适用日期和执行细则；当前内容以栏目导航和咨询入口为主，实际通知信息未展开，知识价值不足以直接确认。,False,标题指向有价值的图书馆开馆通知，但抓取到的正文没有具体开馆时间，只看到导航与咨询信息，无法确认可直接回答学生的办事问题，因此先审为review。
PUBEXP000110,文科图书馆因吊顶更新改造的闭馆通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/7343.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:45+08:00,review,图书馆服务,current_notice,清华学生及图书馆读者,unknown,,正文仅能看到该页属于“开馆通知/通知公告”栏目，且页内提供图书馆咨询电话、邮箱、当面咨询地点与服务时间等可联系信息。,"正文主体未实际展开闭馆通知内容，只显示“读取内容中,请等待...”；页面以导航菜单和通用咨询入口为主，缺少闭馆范围、起止时间、恢复开放安排等可复用办事信息，且明显是时效性很强的通知页。",False,页面标题指向闭馆通知，但正文未呈现具体通知内容，无法确认对学生可直接使用的闭馆安排；仅有通用咨询方式和导航信息，因此证据不足，保留为 review。
PUBEXP000114,法律图书馆、美术图书馆座位管理系统就餐时段“临时离开”时间延长至90分钟-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/6927.htm,lib.tsinghua.edu.cn,2026-08-12T19:56:59+08:00,review,图书馆服务,current_notice,清华学生读者,unknown,,正文可见图书馆服务联系方式与咨询入口：智能问答咨询电话62782137、邮件ref-desk@tsinghua.edu.cn、当面咨询时间周一至周日8:00-22:00、地点北馆一层总服务台、电话010-62788937。,"正文主体未实际展示通知内容，仅有“读取内容中,请等待...”以及站点导航/页脚信息；标题所述“临时离开时间延长至90分钟”无法从正文核实，学生可复用信息不足。",False,该页被归类为服务通知，但正文没有加载出具体通知规则，无法确认是否真的提供可执行的座位管理变更信息；只能看到图书馆通用咨询联系方式，因此证据不足，需review。
PUBEXP000135,金融学相关数据库,https://lib.tsinghua.edu.cn/finance/info/1122/1235.htm,lib.tsinghua.edu.cn,2026-08-12T19:58:05+08:00,review,校园生活,resource_directory,金融学院学生、读者,stable,金融学院学生可以通过什么入口访问康奈尔大学图书馆数据库？,正文明确说明清华大学图书馆提供900多个数据库，并表示“下面向大家简单介绍金融学相关数据库，点击数据库名称，可直接连接到该数据库说明页”；还给出清华-康奈尔双学位MBA学生可使用康奈尔大学ID访问康奈尔大学图书馆数据库的入口信息。,正文未实际展开具体数据库清单与用途，核心资源目录内容在当前页面正文中不可见，学生可复用信息密度不足，且主要是概述性说明。,False,页面属于金融学数据库资源导航，方向上有学生可用价值，但当前正文没有展开具体数据库条目，能否直接稳定作为知识条目依据不足，故先审为review。
PUBEXP000166,上海书画出版社三个数据库再次开通试用（2026年5月11日-2026年12月31日）-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1077/8043.htm,lib.tsinghua.edu.cn,2026-08-12T20:02:31+08:00,review,图书馆服务,current_notice,清华师生,time_sensitive,这条数据库试用通知的咨询电话、邮箱和到馆咨询地点是什么？,正文提供了图书馆咨询渠道：智能问答咨询电话62782137，服务时间周一至周日8:00-22:00；邮箱ref-desk@tsinghua.edu.cn；当面咨询地点为北馆一层总服务台，电话010-62788937，服务时间周一至周日8:00-22:00。,正文没有展开“三个数据库”的具体名称、访问入口、适用范围、使用条件或操作说明，核心内容仅显示“试用”且大段为导航/咨询信息，复用价值有限；同时这是带期限的资源试用通知，时效性强。,False,页面正文未提供可直接复用的数据库试用知识条目，仅有通用咨询联系方式和站内导航，且缺少数据库名称、入口与使用规则，无法作为稳定知识沉淀；因此只能暂列review。
PUBEXP000170,元阅读精品电子书数据库开通试用(2025年11月3日-2026年12月31日)-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1077/7778.htm,lib.tsinghua.edu.cn,2026-08-12T20:02:34+08:00,review,图书馆服务,current_notice,清华学生和读者,unknown,我想咨询这次电子书数据库试用，应该联系图书馆的哪个电话或邮箱？,正文提供了可直接使用的图书馆咨询入口：智能问答咨询电话62782137（周一至周日8:00-22:00）、邮箱ref-desk@tsinghua.edu.cn、当面咨询地点北馆一层总服务台（010-62788937，周一至周日8:00-22:00）。,"正文未给出“元阅读精品电子书数据库”本身的具体试用内容、访问方式、适用范围、使用说明或其他可复用资源信息，仅显示“试用”和“读取内容中,请等待...”等占位/加载信息，知识密度较低。",False,页面正文没有实际展开数据库试用的可用信息，只能确认图书馆咨询联系方式与通用导航，无法作为稳定、可复用的学生资源条目直接收录，因此仅做review。
PUBEXP000171,摩熵材料、摩熵化学及摩熵医药三个数据库开通试用(2025年10月17日-2026年3月31日)(试用延长至2026年12月30日）-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1077/7656.htm,lib.tsinghua.edu.cn,2026-08-12T20:02:35+08:00,review,图书馆服务,current_notice,全校师生,current,摩熵材料、摩熵化学、摩熵医药数据库的试用怎么访问？,页面正文可见图书馆“资源动态/试用”栏目归类，并提供咨询电话62782137、邮箱ref-desk@tsinghua.edu.cn、北馆一层总服务台等可用联系入口，表明这是与数据库试用相关的资源服务页。,"正文主体几乎没有具体数据库说明、访问方式、试用范围、使用条件或操作步骤，仅显示“试用”“相关参照”“读取内容中,请等待...”等占位信息；实际可复用知识主要只来自标题，正文证据不足。",False,该页主题确为图书馆数据库试用，但正文缺少可直接复用的资源使用信息，只能确认存在咨询入口，无法据正文判断可提供哪些具体学生可用知识条目，因此应审慎标记为review而非approve。
PUBEXP000173,工程科技数字图书馆正式订购-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1076/6025.htm,lib.tsinghua.edu.cn,2026-08-12T20:02:39+08:00,review,图书馆服务,resource_directory,学生、教师,unknown,,页面出现在清华大学图书馆“资源动态/已购”栏目下，属于图书馆资源相关页面；页面提供了咨询电话、邮箱、当面咨询地点和服务时间等可用联系入口。,"正文未展示“工程科技数字图书馆正式订购”的具体资源说明、访问方式、使用条件或可直接执行的信息，仅出现“读取内容中,请等待...”以及通用导航和联系方式，学生可复用知识不足，且无法确认该页实际资源内容是否仍有效。",False,标题指向资源订购，但正文没有展开可供学生直接使用的资源说明或入口，只有通用馆内联系信息，证据不足，按审慎原则列为review。
PUBEXP000182,在法律与人性之间，寻找开放共享的“智慧边界”-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1375/8047.htm,lib.tsinghua.edu.cn,2026-08-12T20:02:53+08:00,review,图书馆服务,mixed,需要图书馆咨询的学生,stable,我如何联系清华图书馆开放科学或学科馆员进行咨询？,正文明确给出咨询渠道：智能问答咨询电话62782137，服务时间周一至周日8:00-22:00；邮箱ref-desk@tsinghua.edu.cn；当面咨询地点北馆一层总服务台，联系电话010-62788937；并注明可联络学科馆员提供深度咨询服务。,"页面主体并未展开“科普文章”内容，正文出现“读取内容中,请等待...”，整体更像栏目页/占位页并夹杂站点导航信息，文章可复用知识不足。",False,页面提供了图书馆咨询入口与联系方式，具备一定学生可用价值，但正文没有实际文章内容，且主要是栏目导航与通用联系方式，是否应作为稳定知识条目仍需人工确认。
PUBEXP000189,高校开放获取政策：日内瓦大学篇-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1376/7472.htm,lib.tsinghua.edu.cn,2026-08-12T20:02:59+08:00,review,科研参与与资源导航,resource_directory,清华师生,unknown,我如何联系清华图书馆咨询开放获取、开放科学或科研支持问题？,正文给出了可直接使用的咨询入口：智能问答咨询电话62782137（周一至周日8:00-22:00）、邮箱ref-desk@tsinghua.edu.cn、当面咨询地点北馆一层总服务台及电话010-62788937，并提到可联络学科馆员获得深度咨询服务。,"页面主体未呈现“高校开放获取政策：日内瓦大学篇”的实际内容，正文仅显示“读取内容中,请等待...”，更像占位/加载未完成页面，缺少可复用的政策知识证据。",False,页面正文没有实际政策条目，但提供了稳定、可直接使用的图书馆开放科学/科研支持咨询入口，具备一定资源导航价值；不过核心文章内容缺失，无法确认其知识条目质量，因此判为review。
PUBEXP000220,关于西馆119、129房间暖气管道施工的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1072/8136.htm,lib.tsinghua.edu.cn,2026-08-12T20:04:12+08:00,review,图书馆服务,current_notice,图书馆读者,unknown,,正文仅能确认这是清华大学图书馆“施工维修”栏目下的通知页面，并给出了图书馆咨询联系方式与服务信息：咨询电话62782137、邮件ref-desk@tsinghua.edu.cn、当面咨询地点北馆一层总服务台及服务时间周一至周日8:00-22:00。,"正文未实际展示“西馆119、129房间暖气管道施工”的具体安排、影响范围、时间、临时调整或可执行步骤，只显示“读取内容中,请等待...”和通用导航/联系信息，缺少可直接复用的学生办事知识。",False,页面标题像施工通知，但正文内容缺失，无法确认具体施工安排是否仍有效，也无法形成明确可复用的学生知识条目；仅有通用图书馆联系信息，故暂列review。
PUBEXP000221,专题书架：好读书 读好书——纪念钱锺书、杨绛学长暨图书馆“钱杨书屋”启用特别专题书架-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8079.htm,lib.tsinghua.edu.cn,2026-08-12T20:04:15+08:00,review,图书馆服务,mixed,清华学生,stable,清华图书馆有哪些咨询方式、咨询时间和地点？,正文给出可直接使用的咨询入口：智能问答（咨询电话62782137，服务时间周一至周日8:00-22:00）、邮件咨询ref-desk@tsinghua.edu.cn、当面咨询（北馆一层总服务台，010-62788937，周一至周日8:00-22:00），并提到可联络学科馆员提供深度咨询。,"页面主体是“专题书架：好读书 读好书——纪念钱锺书、杨绛学长暨图书馆‘钱杨书屋’启用特别专题书架”，但正文实际内容几乎缺失，仅有“读取内容中,请等待...”及大量站内导航链接，实际专题书架信息不可用，且宣传/栏目成分较强。",False,页面确实包含可用的图书馆咨询方式与服务时间地点，但主体专题书架正文未展开，信息混杂且实际可复用知识不足，适合先审为review。
PUBEXP000222,人文社科图书馆咖啡厅商户变更通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8038.htm,lib.tsinghua.edu.cn,2026-08-12T20:04:16+08:00,review,图书馆服务,current_notice,全校师生,current,,页面正文中可见图书馆咨询与服务入口：智能问答、咨询电话62782137、邮件ref-desk@tsinghua.edu.cn、当面咨询地点北馆一层总服务台及其服务时间周一至周日8:00-22:00。,"正文未展示标题所指“人文社科图书馆咖啡厅商户变更通知”的具体变更内容，仅显示“读取内容中,请等待...”和站点导航/联系方式，缺乏可直接复用的通知信息；以当前抓取内容看，正文信息不足。",False,该页作为通知页抓取后正文缺失，未能确认咖啡厅商户变更的具体可执行信息；虽有图书馆通用咨询入口，但与标题所示通知的核心内容未能建立可用证据，因此只能审慎review。
PUBEXP000223,学位论文服务系统临时停用通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1073/8064.htm,lib.tsinghua.edu.cn,2026-08-12T20:04:18+08:00,review,图书馆服务,current_notice,清华师生及图书馆读者,time_sensitive,学位论文服务系统现在是否停用？如需咨询应联系谁？,正文中提供了图书馆咨询联系方式：智能问答咨询电话62782137、邮箱ref-desk@tsinghua.edu.cn、当面咨询地点北馆一层总服务台及电话010-62788937，并写明服务时间为周一至周日8:00-22:00。,"正文未展示“学位论文服务系统临时停用通知”的具体停用原因、影响范围、起止时间或恢复办法，只有“读取内容中,请等待...”和站点通用导航/页脚信息，实际通知内容缺失，知识可复用性不足。",False,这是一个服务通知页，但正文没有给出核心停用信息，仅有通用咨询入口；可用性和时效性都无法从正文确认，适合review而非approve。
PUBEXP000230,关于美术图书馆闭馆维修期间暂停读者服务的通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1072/1939.htm,lib.tsinghua.edu.cn,2026-08-12T20:04:29+08:00,review,校园生活,mixed,全校读者,current,图书馆暂停服务期间，我可以通过哪些渠道咨询？,正文包含可用的图书馆服务入口与联系方式：智能问答、咨询电话62782137、邮箱ref-desk@tsinghua.edu.cn、当面咨询时间周一至周日8:00-22:00、地点北馆一层总服务台、电话010-62788937，以及学科馆员咨询。,"页面标题指向“美术图书馆闭馆维修期间暂停读者服务的通知”，但正文未实际呈现闭馆维修的起止时间、暂停范围、办理影响等具体可执行信息，仅见通用导航与联系方式，并出现“读取内容中,请等待...”，可用通知内容缺失，复用价值不足。",False,正文没有稳定、完整地给出该维修通知的核心办事信息，主要是通用图书馆联系方式和导航；可用但证据不足以确认该页能直接作为清晰的学生办事知识条目，故判为review。
PUBEXP000249,图书馆老馆重启试运行通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/6555.htm,lib.tsinghua.edu.cn,2026-08-12T20:09:39+08:00,review,图书馆服务,mixed,清华学生和图书馆读者,unknown,图书馆咨询电话、服务时间和咨询方式是什么？,正文可直接提取到图书馆咨询入口：智能问答咨询电话62782137；服务时间周一至周日8:00-22:00；邮箱ref-desk@tsinghua.edu.cn；当面咨询服务地点为北馆一层总服务台，联系电话010-62788937。,"正文主体仅显示“读取内容中,请等待...”，未展示“老馆重启试运行”的具体安排、规则或适用范围；同时夹杂大量站内导航链接，且缺少发布日期，实际通知内容是否仍有效无法确认。",False,页面虽属图书馆通知，但正文未呈现核心试运行说明，只能确认少量咨询联系方式与服务时间；由于试运行安排缺失、时效不明，适合先review而非直接approve。
PUBEXP000250,法律图书馆延长开馆时间通知-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1071/6550.htm,lib.tsinghua.edu.cn,2026-08-12T20:09:40+08:00,review,图书馆服务,current_notice,清华学生和读者,time_sensitive,清华图书馆有哪些咨询方式、服务时间和咨询地点？,正文明确给出图书馆咨询渠道：智能问答咨询电话62782137、邮件ref-desk@tsinghua.edu.cn、当面咨询服务时间周一至周日8:00-22:00、地点北馆一层总服务台、联系电话010-62788937；同时列出借阅、资源、空间、学习支持、科研支持等服务入口。,正文未呈现标题所称“法律图书馆延长开馆时间”的具体通知内容，仅见到通用导航与咨询信息，无法据正文确认具体开馆延长安排及其适用时间；页面呈现出明显的模板/栏目页样式。,False,正文虽包含可用的图书馆咨询与服务入口，但核心通知内容缺失，无法确认本页实际要告知的延长开馆安排；因此保留为待确认。
PUBEXP000252,开馆通知,https://lib.tsinghua.edu.cn/law/ggxx/tzgg/kgtz.htm,lib.tsinghua.edu.cn,2026-08-12T20:09:42+08:00,review,图书馆服务,resource_directory,清华法学院师生读者,current,法学院图书馆最新开馆时间安排在哪里查看？,页面为“开馆通知”栏目页，正文列出多条可点击的开馆时间通知，如“关于公布2026年暑假法律图书馆开馆时间安排的通知”“关于公布2025～2026学年度春季学期部分节假日图书馆开馆时间的通知”“关于公布2026年寒假法律图书馆开馆时间的通知”等，提供了查找开馆安排的入口。,正文本身没有给出具体开馆时间、适用规则或办事流程，只是通知标题列表与分页导航，属于栏目聚合页，直接可复用信息不足。,False,该页是法律图书馆开馆通知的目录入口，能帮助学生查找相关开馆安排，但正文未直接给出具体可执行的时间信息，且属于聚合栏目页，信息复用价值偏入口型而非完整知识条目，因此判为review。
PUBEXP000264,首场“学观中西”国际学术论坛在清华大学图书馆举办-清华大学图书馆,https://lib.tsinghua.edu.cn/info/1202/7685.htm,lib.tsinghua.edu.cn,2026-08-12T20:09:54+08:00,review,图书馆服务,mixed,全校师生,stable,清华图书馆的咨询电话、服务时间和咨询地点是什么？,正文中给出了可直接使用的图书馆咨询入口：智能问答咨询电话62782137，邮件ref-desk@tsinghua.edu.cn，当面咨询服务地点为北馆一层总服务台，联系电话010-62788937，服务时间周一至周日8:00-22:00。,"页面标题是“首场‘学观中西’国际学术论坛在清华大学图书馆举办”，正文主体未见论坛报道内容，仅显示“读取内容中,请等待...”以及站点导航，整体更像新闻页/模板页而非专门服务页。",False,页面正文没有实际论坛正文，主要可用信息是图书馆通用咨询联系方式与服务时间，属于稳定资源但来源于新闻页模板，难以确认该页是否应作为独立知识条目保留，因此按审慎原则标记为review。
